,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Revenue,Date,Location,Device,Keyword,Month,Weekday,CPC,CTR,CPL,CPA,ROI,AOV,ROAS
1515,A2515,Data Analytics Course: ML,105.0,3300.0,180.0,22.0,10.0,0.09523809523809523,335.0,2024-11-21,Hyderabad,Mobile,Online data analytics,November,Thursday,1.71,3.18,8.18,18.0,86.11,33.5,1.86
1516,A2516,Data Analytics Course: Basics,181.0,4857.0,216.0,13.0,8.0,0.04419889502762431,384.0,2024-11-23,Hyderabad,Desktop,Learn data analytics,November,Saturday,1.19,3.73,16.62,27.0,77.78,48.0,1.78
1517,A2517,Data Analytics Course: ML,189.0,4019.0,248.0,16.0,6.0,0.031746031746031744,281.0,2024-11-30,Hyderabad,Tablet,Online data analytics,November,Saturday,1.31,4.7,15.5,41.33,13.31,46.83,1.13
1518,A2518,Data Analytics Course: Advanced,138.0,5495.0,221.0,19.0,5.0,0.036231884057971016,331.0,2024-11-04,Hyderabad,Tablet,Online data analytics,November,Monday,1.6,2.51,11.63,44.2,49.77,66.2,1.5
1519,A2519,Data Analytics Course: Advanced,178.0,5218.0,209.0,20.0,7.0,0.03932584269662921,350.0,2024-11-25,Hyderabad,Mobile,Analytics for data,November,Monday,1.17,3.41,10.45,29.86,67.46,50.0,1.67
1520,A2520,Data Analytics Course: ML,155.0,5996.0,248.0,15.0,5.0,0.03225806451612903,384.0,2024-11-27,Hyderabad,Mobile,Analytics for data,November,Wednesday,1.6,2.59,16.53,49.6,54.84,76.8,1.55
1521,A2521,Data Analytics Course: Visualizations,168.0,4932.0,199.0,16.0,7.0,0.041666666666666664,266.0,2024-11-19,Hyderabad,Desktop,Data analytics training,November,Tuesday,1.18,3.41,12.44,28.43,33.67,38.0,1.34
1522,A2522,Data Analytics Course: Advanced,152.0,4498.0,234.0,30.0,6.0,0.039473684210526314,222.0,2024-11-25,Hyderabad,Desktop,Data analytics online,November,Monday,1.54,3.38,7.8,39.0,-5.13,37.0,0.95
1523,A2523,Data Analytics Course: Visualizations,111.0,4164.0,191.0,18.0,9.0,0.08108108108108109,344.0,2024-11-21,Hyderabad,Tablet,Data analytics training,November,Thursday,1.72,2.67,10.61,21.22,80.1,38.22,1.8
1524,A2524,Data Analytics Course: ML,141.0,4329.0,230.0,14.0,6.0,0.0425531914893617,329.0,2024-11-07,Hyderabad,Mobile,Learn data analytics,November,Thursday,1.63,3.26,16.43,38.33,43.04,54.83,1.43
1525,A2525,Data Analytics Course: Basics,97.0,5764.0,246.0,30.0,7.0,0.07216494845360824,274.0,2024-11-18,Hyderabad,Mobile,Analytics for data,November,Monday,2.54,1.68,8.2,35.14,11.38,39.14,1.11
1526,A2526,Data Analytics Course: Advanced,82.0,5430.0,205.0,18.0,5.0,0.06097560975609756,293.0,2024-11-30,Hyderabad,Mobile,Online data analytics,November,Saturday,2.5,1.51,11.39,41.0,42.93,58.6,1.43
1527,A2527,Data Analytics Course: ML,164.0,5179.0,207.0,18.0,9.0,0.054878048780487805,248.0,2024-11-27,Hyderabad,Tablet,Data analytics course,November,Wednesday,1.26,3.17,11.5,23.0,19.81,27.56,1.2
1528,A2528,Data Analytics Course: Advanced,109.0,5707.0,247.0,22.0,4.0,0.03669724770642202,404.0,2024-11-19,Hyderabad,Tablet,Data analytics online,November,Tuesday,2.27,1.91,11.23,61.75,63.56,101.0,1.64
1529,A2529,Data Analytics Course: ML,126.0,3263.0,238.0,18.0,9.0,0.07142857142857142,278.0,2024-11-17,Hyderabad,Mobile,Data analytics online,November,Sunday,1.89,3.86,13.22,26.44,16.81,30.89,1.17
1530,A2530,Data Analytics Course: Advanced,175.0,5718.0,225.0,19.0,6.0,0.03428571428571429,204.0,2024-11-12,Hyderabad,Tablet,Analytics for data,November,Tuesday,1.29,3.06,11.84,37.5,-9.33,34.0,0.91
1531,A2531,Data Analytics Course: Visualizations,96.0,5075.0,221.0,25.0,3.0,0.03125,395.0,2024-11-23,Hyderabad,Desktop,Learn data analytics,November,Saturday,2.3,1.89,8.84,73.67,78.73,131.67,1.79
1532,A2532,Data Analytics Course: Visualizations,113.0,4473.0,202.0,17.0,5.0,0.04424778761061947,214.0,2024-11-08,Hyderabad,Tablet,Online data analytics,November,Friday,1.79,2.53,11.88,40.4,5.94,42.8,1.06
1533,A2533,Data Analytics Course: Basics,96.0,3979.0,232.0,27.0,7.0,0.07291666666666667,233.0,2024-11-30,Hyderabad,Mobile,Learn data analytics,November,Saturday,2.42,2.41,8.59,33.14,0.43,33.29,1.0
1534,A2534,Data Analytics Course: Advanced,162.0,5688.0,190.0,17.0,5.0,0.030864197530864196,318.0,2024-11-25,Hyderabad,Tablet,Data analytics course,November,Monday,1.17,2.85,11.18,38.0,67.37,63.6,1.67
1535,A2535,Data Analytics Course: Visualizations,125.0,3546.0,234.0,23.0,10.0,0.08,219.0,2024-11-27,Hyderabad,Desktop,Analytics for data,November,Wednesday,1.87,3.53,10.17,23.4,-6.41,21.9,0.94
1536,A2536,Data Analytics Course: Basics,89.0,4188.0,207.0,16.0,4.0,0.0449438202247191,282.0,2024-11-01,Hyderabad,Tablet,Online data analytics,November,Friday,2.33,2.13,12.94,51.75,36.23,70.5,1.36
1537,A2537,Data Analytics Course: Visualizations,99.0,4134.0,234.0,18.0,3.0,0.030303030303030304,343.0,2024-11-30,Hyderabad,Desktop,Learn data analytics,November,Saturday,2.36,2.39,13.0,78.0,46.58,114.33,1.47
1538,A2538,Data Analytics Course: Advanced,91.0,4710.0,199.0,21.0,9.0,0.0989010989010989,292.0,2024-11-10,Hyderabad,Tablet,Data analytics course,November,Sunday,2.19,1.93,9.48,22.11,46.73,32.44,1.47
1539,A2539,Data Analytics Course: Visualizations,141.0,4654.0,192.0,21.0,6.0,0.0425531914893617,394.0,2024-11-25,Hyderabad,Mobile,Analytics for data,November,Monday,1.36,3.03,9.14,32.0,105.21,65.67,2.05
1540,A2540,Data Analytics Course: Basics,110.0,5509.0,245.0,13.0,8.0,0.07272727272727272,314.0,2024-11-10,Hyderabad,Mobile,Learn data analytics,November,Sunday,2.23,2.0,18.85,30.62,28.16,39.25,1.28
1541,A2541,Data Analytics Course: Advanced,96.0,3091.0,188.0,11.0,4.0,0.046875,354.0,2024-11-10,Hyderabad,Tablet,Data analytics course,November,Sunday,1.96,3.11,17.09,47.0,88.3,88.5,1.88
1542,A2542,Data Analytics Course: Advanced,85.0,4653.0,197.0,23.0,6.0,0.07058823529411765,211.0,2024-11-13,Hyderabad,Mobile,Data analytics course,November,Wednesday,2.32,1.83,8.57,32.83,7.11,35.17,1.07
1543,A2543,Data Analytics Course: ML,151.0,5389.0,227.0,18.0,10.0,0.06622516556291391,269.0,2024-11-20,Hyderabad,Desktop,Data analytics training,November,Wednesday,1.5,2.8,12.61,22.7,18.5,26.9,1.19
1544,A2544,Data Analytics Course: ML,139.0,5290.0,208.0,28.0,4.0,0.02877697841726619,209.0,2024-11-20,Hyderabad,Tablet,Data analytics online,November,Wednesday,1.5,2.63,7.43,52.0,0.48,52.25,1.0
1545,A2545,Data Analytics Course: Basics,120.0,3060.0,198.0,17.0,8.0,0.06666666666666667,343.0,2024-11-23,Hyderabad,Tablet,Analytics for data,November,Saturday,1.65,3.92,11.65,24.75,73.23,42.88,1.73
1546,A2546,Data Analytics Course: Advanced,109.0,4444.0,219.0,12.0,9.0,0.08256880733944955,237.0,2024-11-28,Hyderabad,Mobile,Data analytics training,November,Thursday,2.01,2.45,18.25,24.33,8.22,26.33,1.08
1547,A2547,Data Analytics Course: ML,145.0,3509.0,181.0,19.0,10.0,0.06896551724137931,332.0,2024-11-22,Hyderabad,Mobile,Online data analytics,November,Friday,1.25,4.13,9.53,18.1,83.43,33.2,1.83
1548,A2548,Data Analytics Course: Basics,151.0,4675.0,183.0,14.0,7.0,0.046357615894039736,204.0,2024-11-10,Hyderabad,Mobile,Analytics for data,November,Sunday,1.21,3.23,13.07,26.14,11.48,29.14,1.11
1549,A2549,Data Analytics Course: Basics,108.0,5869.0,227.0,16.0,7.0,0.06481481481481481,333.0,2024-11-03,Hyderabad,Desktop,Analytics for data,November,Sunday,2.1,1.84,14.19,32.43,46.7,47.57,1.47
1550,A2550,Data Analytics Course: Advanced,166.0,3992.0,206.0,15.0,8.0,0.04819277108433735,388.0,2024-11-05,Hyderabad,Desktop,Analytics for data,November,Tuesday,1.24,4.16,13.73,25.75,88.35,48.5,1.88
1551,A2551,Data Analytics Course: Visualizations,134.0,4172.0,192.0,26.0,5.0,0.03731343283582089,239.0,2024-11-18,Hyderabad,Tablet,Online data analytics,November,Monday,1.43,3.21,7.38,38.4,24.48,47.8,1.24
1552,A2552,Data Analytics Course: Basics,104.0,5926.0,225.0,17.0,8.0,0.07692307692307693,253.0,2024-11-24,Hyderabad,Mobile,Learn data analytics,November,Sunday,2.16,1.75,13.24,28.12,12.44,31.62,1.12
1553,A2553,Data Analytics Course: Advanced,175.0,5785.0,195.0,15.0,10.0,0.05700449306247403,264.0,2024-11-25,Hyderabad,Tablet,Analytics for data,November,Monday,1.11,3.03,13.0,19.5,35.38,26.4,1.35
1554,A2554,Data Analytics Course: Visualizations,160.0,5664.0,211.0,16.0,9.0,0.05625,375.0,2024-11-07,Hyderabad,Mobile,Data analytics training,November,Thursday,1.32,2.82,13.19,23.44,77.73,41.67,1.78
1555,A2555,Data Analytics Course: Visualizations,147.0,5930.0,248.0,22.0,10.0,0.06802721088435375,356.0,2024-11-15,Hyderabad,Desktop,Analytics for data,November,Friday,1.69,2.48,11.27,24.8,43.55,35.6,1.44
1556,A2556,Data Analytics Course: Visualizations,196.0,3656.0,240.0,15.0,6.0,0.030612244897959183,387.0,2024-11-03,Hyderabad,Tablet,Analytics for data,November,Sunday,1.22,5.36,16.0,40.0,61.25,64.5,1.61
1557,A2557,Data Analytics Course: Basics,159.0,5078.0,183.0,30.0,8.0,0.050314465408805034,314.0,2024-11-09,Hyderabad,Mobile,Data analytics course,November,Saturday,1.15,3.13,6.1,22.88,71.58,39.25,1.72
1558,A2558,Data Analytics Course: Advanced,104.0,5257.0,220.0,17.0,7.0,0.0673076923076923,298.0,2024-11-27,Hyderabad,Mobile,Data analytics online,November,Wednesday,2.12,1.98,12.94,31.43,35.45,42.57,1.35
1559,A2559,Data Analytics Course: Visualizations,135.0,5582.0,209.0,28.0,5.0,0.037037037037037035,390.0,2024-11-25,Hyderabad,Tablet,Online data analytics,November,Monday,1.55,2.42,7.46,41.8,86.6,78.0,1.87
1560,A2560,Data Analytics Course: ML,92.0,3097.0,232.0,21.0,4.0,0.046875,389.0,2024-11-14,Hyderabad,Desktop,Analytics for data,November,Thursday,2.52,2.97,11.05,58.0,67.67,97.25,1.68
1561,A2561,Data Analytics Course: ML,136.0,3657.0,236.0,12.0,5.0,0.03676470588235294,291.0,2024-11-06,Hyderabad,Mobile,Online data analytics,November,Wednesday,1.74,3.72,19.67,47.2,23.31,58.2,1.23
1562,A2562,Data Analytics Course: Visualizations,135.0,3198.0,227.0,19.0,6.0,0.044444444444444446,384.0,2024-11-09,Hyderabad,Desktop,Online data analytics,November,Saturday,1.68,4.22,11.95,37.83,69.16,64.0,1.69
1563,A2563,Data Analytics Course: Advanced,91.0,5017.0,239.0,15.0,5.0,0.054945054945054944,233.57142857142858,2024-11-02,Hyderabad,Tablet,Analytics for data,November,Saturday,2.63,1.81,15.93,47.8,-2.27,46.71,0.98
1564,A2564,Data Analytics Course: Basics,181.0,5343.0,244.0,30.0,9.0,0.049723756906077346,334.0,2024-11-26,Hyderabad,Mobile,Learn data analytics,November,Tuesday,1.35,3.39,8.13,27.11,36.89,37.11,1.37
1565,A2565,Data Analytics Course: Advanced,148.0,4896.0,208.0,17.0,7.0,0.046875,325.10223214285713,2024-11-11,Hyderabad,Mobile,Data analytics online,November,Monday,1.41,3.02,12.24,29.71,56.3,46.44,1.56
1566,A2566,Data Analytics Course: Advanced,80.0,5756.0,205.0,16.0,4.0,0.05,363.0,2024-11-20,Hyderabad,Desktop,Online data analytics,November,Wednesday,2.56,1.39,12.81,51.25,77.07,90.75,1.77
1567,A2567,Data Analytics Course: Basics,155.0,5696.0,236.0,13.0,3.0,0.01935483870967742,246.0,2024-11-23,Hyderabad,Mobile,Data analytics online,November,Saturday,1.52,2.72,18.15,78.67,4.24,82.0,1.04
1568,A2568,Data Analytics Course: Basics,114.0,5683.0,214.0,20.0,8.0,0.07017543859649122,301.0,2024-11-08,Hyderabad,Mobile,Learn data analytics,November,Friday,1.88,2.01,10.7,26.75,40.65,37.62,1.41
1569,A2569,Data Analytics Course: Visualizations,98.0,4669.0,206.0,16.0,6.0,0.061224489795918366,361.0,2024-11-30,Hyderabad,Desktop,Analytics for data,November,Saturday,2.1,2.1,12.88,34.33,75.24,60.17,1.75
1570,A2570,Data Analytics Course: ML,125.0,3807.0,235.0,11.0,6.0,0.048,280.2857142857143,2024-11-29,Hyderabad,Mobile,Online data analytics,November,Friday,1.88,3.28,21.36,39.17,19.27,46.71,1.19
1571,A2571,Data Analytics Course: Basics,160.0,3163.0,239.0,20.0,8.0,0.05,320.0,2024-11-26,Hyderabad,Desktop,Online data analytics,November,Tuesday,1.49,5.06,11.95,29.88,33.89,40.0,1.34
1572,A2572,Data Analytics Course: ML,175.0,3732.0,231.0,16.0,10.0,0.05714285714285714,207.0,2024-11-15,Hyderabad,Mobile,Learn data analytics,November,Friday,1.32,4.69,14.44,23.1,-10.39,20.7,0.9
1573,A2573,Data Analytics Course: Advanced,123.0,3860.0,225.0,24.0,8.0,0.06504065040650407,367.0,2024-11-15,Hyderabad,Desktop,Analytics for data,November,Friday,1.83,3.19,9.38,28.12,63.11,45.88,1.63
1574,A2574,Data Analytics Course: Visualizations,106.0,3196.0,212.0,15.0,6.0,0.05660377358490566,268.0,2024-11-23,Hyderabad,Tablet,Analytics for data,November,Saturday,2.0,3.32,14.13,35.33,26.42,44.67,1.26
1575,A2575,Data Analytics Course: Basics,101.0,3322.0,206.0,24.0,4.0,0.039707524667840124,210.0,2024-11-09,Hyderabad,Tablet,Data analytics training,November,Saturday,2.04,3.04,8.58,51.5,1.94,52.5,1.02
1576,A2576,Data Analytics Course: Basics,185.0,5121.0,215.0,12.0,9.0,0.04864864864864865,352.0,2024-11-02,Hyderabad,Mobile,Data analytics course,November,Saturday,1.16,3.61,17.92,23.89,63.72,39.11,1.64
1577,A2577,Data Analytics Course: ML,139.0,5610.0,239.0,17.0,6.0,0.04316546762589928,316.0,2024-11-14,Hyderabad,Tablet,Online data analytics,November,Thursday,1.72,2.48,14.06,39.83,32.22,52.67,1.32
1578,A2578,Data Analytics Course: ML,174.0,3890.0,186.0,28.0,7.0,0.040229885057471264,366.0,2024-11-21,Hyderabad,Tablet,Online data analytics,November,Thursday,1.07,4.47,6.64,26.57,96.77,52.29,1.97
1579,A2579,Data Analytics Course: Visualizations,157.0,4671.0,248.0,14.0,7.0,0.044585987261146494,254.0,2024-11-03,Hyderabad,Mobile,Data analytics training,November,Sunday,1.58,3.36,17.71,35.43,2.42,36.29,1.02
1580,A2580,Data Analytics Course: ML,160.0,5438.0,198.0,16.0,6.0,0.0375,358.0,2024-11-03,Hyderabad,Tablet,Data analytics course,November,Sunday,1.24,2.94,12.38,33.0,80.81,59.67,1.81
1581,A2581,Data Analytics Course: ML,198.0,4726.0,185.0,14.0,9.0,0.046875,322.0,2024-11-17,Hyderabad,Tablet,Learn data analytics,November,Sunday,0.93,4.19,13.21,20.56,74.05,35.78,1.74
1582,A2582,Data Analytics Course: ML,144.0,5301.0,196.0,12.0,3.0,0.020833333333333332,338.0,2024-11-27,Hyderabad,Tablet,Data analytics online,November,Wednesday,1.36,2.72,16.33,65.33,72.45,112.67,1.72
1583,A2583,Data Analytics Course: ML,187.0,3722.0,182.0,27.0,7.0,0.0374331550802139,329.0,2024-11-20,Hyderabad,Mobile,Data analytics training,November,Wednesday,0.97,5.02,6.74,26.0,80.77,47.0,1.81
1584,A2584,Data Analytics Course: Visualizations,139.0,3944.0,215.0,29.0,3.0,0.02158273381294964,380.0,2024-11-04,Hyderabad,Tablet,Analytics for data,November,Monday,1.55,3.52,7.41,71.67,76.74,126.67,1.77
1585,A2585,Data Analytics Course: Basics,194.0,5123.0,180.0,27.0,5.0,0.02577319587628866,404.0,2024-11-05,Hyderabad,Mobile,Learn data analytics,November,Tuesday,0.93,3.79,6.67,36.0,124.44,80.8,2.24
1586,A2586,Data Analytics Course: Basics,157.0,4127.0,200.0,30.0,8.0,0.050955414012738856,213.0,2024-11-15,Hyderabad,Desktop,Data analytics training,November,Friday,1.27,3.8,6.67,25.0,6.5,26.62,1.06
1587,A2587,Data Analytics Course: Advanced,112.0,4944.0,234.0,19.0,4.0,0.03571428571428571,264.0,2024-11-27,Hyderabad,Tablet,Data analytics training,November,Wednesday,2.09,2.27,12.32,58.5,12.82,66.0,1.13
1588,A2588,Data Analytics Course: Visualizations,82.0,4534.0,204.0,10.0,6.0,0.07317073170731707,324.0,2024-11-26,Hyderabad,Tablet,Online data analytics,November,Tuesday,2.49,1.81,20.4,34.0,58.82,54.0,1.59
1589,A2589,Data Analytics Course: Basics,152.0,5894.0,219.0,14.0,5.0,0.03289473684210526,335.0,2024-11-13,Hyderabad,Mobile,Data analytics training,November,Wednesday,1.44,2.58,15.64,43.8,52.97,67.0,1.53
1590,A2590,Data Analytics Course: Basics,81.0,5545.0,213.0,11.0,5.0,0.06172839506172839,371.0,2024-11-15,Hyderabad,Mobile,Data analytics online,November,Friday,2.63,1.46,19.36,42.6,74.18,74.2,1.74
1591,A2591,Data Analytics Course: Basics,84.0,5573.0,132.0,23.0,6.0,0.07142857142857142,338.0,2024-11-12,Hyderabad,Desktop,Online data analytics,November,Tuesday,1.57,1.51,5.74,22.0,156.06,56.33,2.56
1592,A2592,Data Analytics Course: Basics,117.0,3039.0,224.0,27.0,8.0,0.06837606837606838,273.0,2024-11-14,Hyderabad,Mobile,Data analytics training,November,Thursday,1.91,3.85,8.3,28.0,21.88,34.12,1.22
1593,A2593,Data Analytics Course: Visualizations,82.0,3556.0,125.0,16.0,5.0,0.06097560975609756,272.0,2024-11-17,Hyderabad,Mobile,Data analytics online,November,Sunday,1.52,2.31,7.81,25.0,117.6,54.4,2.18
1594,A2594,Data Analytics Course: Advanced,192.0,4920.0,192.0,18.0,10.0,0.052083333333333336,340.0,2024-11-09,Hyderabad,Mobile,Data analytics online,November,Saturday,1.0,3.9,10.67,19.2,77.08,34.0,1.77
1595,A2595,Data Analytics Course: Basics,131.0,3187.0,235.0,24.0,10.0,0.07633587786259542,338.0,2024-11-07,Hyderabad,Mobile,Data analytics course,November,Thursday,1.79,4.11,9.79,23.5,43.83,33.8,1.44
1596,A2596,Data Analytics Course: Basics,177.0,3238.0,190.0,29.0,7.0,0.03954802259887006,393.0,2024-11-27,Hyderabad,Tablet,Data analytics online,November,Wednesday,1.07,5.47,6.55,27.14,106.84,56.14,2.07
1598,A2598,Data Analytics Course: Basics,147.0,4507.0,190.0,27.0,8.0,0.05442176870748299,219.0,2024-11-05,Hyderabad,Desktop,Learn data analytics,November,Tuesday,1.29,3.26,7.04,23.75,15.26,27.38,1.15
1599,A2599,Data Analytics Course: Basics,143.0,3606.0,200.0,21.0,3.0,0.02097902097902098,316.0,2024-11-20,Hyderabad,Mobile,Learn data analytics,November,Wednesday,1.4,3.97,9.52,66.67,58.0,105.33,1.58
1600,A2600,Data Analytics Course: Advanced,102.0,3355.0,187.0,20.0,4.0,0.03931695885143514,311.0,2024-11-10,Hyderabad,Mobile,Online data analytics,November,Sunday,1.83,3.04,9.35,46.75,66.31,77.75,1.66
1601,A2601,Data Analytics Course: Basics,160.0,3711.0,214.0,10.0,6.0,0.0375,316.0,2024-11-07,Hyderabad,Mobile,Analytics for data,November,Thursday,1.34,4.31,21.4,35.67,47.66,52.67,1.48
1602,A2602,Data Analytics Course: Advanced,172.0,4841.0,235.0,28.0,8.0,0.046511627906976744,257.0,2024-11-12,Hyderabad,Desktop,Analytics for data,November,Tuesday,1.37,3.55,8.39,29.38,9.36,32.12,1.09
1603,A2603,Data Analytics Course: Visualizations,95.0,5411.0,183.0,13.0,4.0,0.042105263157894736,227.0,2024-11-30,Hyderabad,Tablet,Data analytics training,November,Saturday,1.93,1.76,14.08,45.75,24.04,56.75,1.24
1604,A2604,Data Analytics Course: Advanced,111.0,3520.0,237.0,13.0,3.0,0.02702702702702703,285.0,2024-11-19,Hyderabad,Mobile,Online data analytics,November,Tuesday,2.14,3.15,18.23,79.0,20.25,95.0,1.2
1605,A2605,Data Analytics Course: Basics,171.0,3460.0,184.0,27.0,9.0,0.05263157894736842,319.0,2024-11-16,Hyderabad,Tablet,Data analytics online,November,Saturday,1.08,4.94,6.81,20.44,73.37,35.44,1.73
1606,A2606,Data Analytics Course: Visualizations,145.0,5875.0,221.0,14.0,7.0,0.04827586206896552,251.0,2024-11-24,Hyderabad,Desktop,Learn data analytics,November,Sunday,1.52,2.47,15.79,31.57,13.57,35.86,1.14
1607,A2607,Data Analytics Course: ML,118.0,3404.0,183.0,27.0,7.0,0.059322033898305086,304.0,2024-11-21,Hyderabad,Tablet,Learn data analytics,November,Thursday,1.55,3.47,6.78,26.14,66.12,43.43,1.66
1608,A2608,Data Analytics Course: Visualizations,171.0,3567.0,233.0,27.0,4.0,0.023391812865497075,259.0,2024-11-05,Hyderabad,Desktop,Analytics for data,November,Tuesday,1.36,4.79,8.63,58.25,11.16,64.75,1.11
1609,A2609,Data Analytics Course: Advanced,108.0,3628.0,186.0,24.0,8.0,0.07407407407407407,343.0,2024-11-19,Hyderabad,Tablet,Learn data analytics,November,Tuesday,1.72,2.98,7.75,23.25,84.41,42.88,1.84
1610,A2610,Data Analytics Course: Advanced,100.0,4994.0,206.0,21.0,7.0,0.07,341.0,2024-11-20,Hyderabad,Tablet,Learn data analytics,November,Wednesday,2.06,2.0,9.81,29.43,65.53,48.71,1.66
1611,A2611,Data Analytics Course: Basics,138.0,5758.0,194.0,14.0,4.0,0.028985507246376812,388.0,2024-11-15,Hyderabad,Tablet,Analytics for data,November,Friday,1.41,2.4,13.86,48.5,100.0,97.0,2.0
1612,A2612,Data Analytics Course: Basics,88.0,3382.0,199.0,25.0,9.0,0.10227272727272728,326.0,2024-11-10,Hyderabad,Desktop,Data analytics training,November,Sunday,2.26,2.6,7.96,22.11,63.82,36.22,1.64
1613,A2613,Data Analytics Course: ML,125.0,3652.0,187.0,29.0,10.0,0.08,208.0,2024-11-29,Hyderabad,Mobile,Learn data analytics,November,Friday,1.5,3.42,6.45,18.7,11.23,20.8,1.11
1614,A2614,Data Analytics Course: Basics,169.0,4120.0,216.0,27.0,5.0,0.029585798816568046,278.0,2024-11-19,Hyderabad,Mobile,Analytics for data,November,Tuesday,1.28,4.1,8.0,43.2,28.7,55.6,1.29
1615,A2615,Data Analytics Course: Visualizations,169.0,3142.0,237.0,18.0,7.0,0.04142011834319527,327.0,2024-11-06,Hyderabad,Mobile,Data analytics online,November,Wednesday,1.4,5.38,13.17,33.86,37.97,46.71,1.38
1616,A2616,Data Analytics Course: Basics,149.0,5726.0,236.0,17.0,7.0,0.04697986577181208,388.0,2024-11-11,Hyderabad,Mobile,Data analytics online,November,Monday,1.58,2.6,13.88,33.71,64.41,55.43,1.64
1617,A2617,Data Analytics Course: ML,99.0,5938.0,183.0,30.0,3.0,0.030303030303030304,303.0,2024-11-18,Hyderabad,Mobile,Data analytics online,November,Monday,1.85,1.67,6.1,61.0,65.57,101.0,1.66
1618,A2618,Data Analytics Course: Visualizations,177.0,3567.0,215.0,28.0,5.0,0.02824858757062147,204.0,2024-11-11,Hyderabad,Tablet,Analytics for data,November,Monday,1.21,4.96,7.68,43.0,-5.12,40.8,0.95
1619,A2619,Data Analytics Course: Advanced,189.0,3215.0,225.0,23.0,9.0,0.046875,267.0,2024-11-15,Hyderabad,Desktop,Online data analytics,November,Friday,1.19,5.88,9.78,25.0,18.67,29.67,1.19
1620,A2620,Data Analytics Course: Advanced,94.0,5094.0,147.0,24.0,3.0,0.031914893617021274,403.0,2024-11-09,Hyderabad,Desktop,Online data analytics,November,Saturday,1.56,1.85,6.12,49.0,174.15,134.33,2.74
1621,A2621,Data Analytics Course: ML,191.0,3337.0,231.0,29.0,6.0,0.031413612565445025,291.0,2024-11-18,Hyderabad,Tablet,Data analytics course,November,Monday,1.21,5.72,7.97,38.5,25.97,48.5,1.26
1622,A2622,Data Analytics Course: Basics,83.0,4359.0,227.0,12.0,10.0,0.12048192771084337,467.14285714285717,2024-11-02,Hyderabad,Desktop,Data analytics online,November,Saturday,2.73,1.9,18.92,22.7,105.79,46.71,2.06
1623,A2623,Data Analytics Course: ML,148.0,4813.0,213.0,12.0,7.0,0.046875,374.0,2024-11-23,Hyderabad,Mobile,Online data analytics,November,Saturday,1.44,3.08,17.75,30.43,75.59,53.43,1.76
1624,A2624,Data Analytics Course: Visualizations,125.0,4300.0,221.0,16.0,10.0,0.08,218.0,2024-11-27,Hyderabad,Tablet,Data analytics course,November,Wednesday,1.77,2.91,13.81,22.1,-1.36,21.8,0.99
1625,A2625,Data Analytics Course: Basics,105.0,4094.0,183.0,11.0,6.0,0.05714285714285714,371.0,2024-11-25,Hyderabad,Mobile,Online data analytics,November,Monday,1.74,2.56,16.64,30.5,102.73,61.83,2.03
1626,A2626,Data Analytics Course: ML,84.0,4263.0,235.0,29.0,9.0,0.10714285714285714,326.0,2024-11-18,Hyderabad,Mobile,Learn data analytics,November,Monday,2.8,1.97,8.1,26.11,38.72,36.22,1.39
1627,A2627,Data Analytics Course: Advanced,114.0,3472.0,243.0,16.0,10.0,0.08771929824561403,335.0,2024-11-28,Hyderabad,Tablet,Analytics for data,November,Thursday,2.13,3.28,15.19,24.3,37.86,33.5,1.38
1628,A2628,Data Analytics Course: Advanced,129.0,4411.0,180.0,28.0,5.0,0.03875968992248062,239.0,2024-11-10,Hyderabad,Desktop,Data analytics online,November,Sunday,1.4,2.92,6.43,36.0,32.78,47.8,1.33
1629,A2629,Data Analytics Course: Visualizations,128.0,4787.0,204.0,18.0,6.0,0.046875,384.0,2024-11-29,Hyderabad,Desktop,Data analytics training,November,Friday,1.59,2.67,11.33,34.0,88.24,64.0,1.88
1630,A2630,Data Analytics Course: Visualizations,120.0,5915.0,242.0,26.0,3.0,0.025,256.0,2024-11-25,Hyderabad,Desktop,Analytics for data,November,Monday,2.02,2.03,9.31,80.67,5.79,85.33,1.06
1631,A2631,Data Analytics Course: Advanced,99.0,4111.0,192.0,14.0,5.0,0.050505050505050504,306.0,2024-11-19,Hyderabad,Mobile,Analytics for data,November,Tuesday,1.94,2.41,13.71,38.4,59.38,61.2,1.59
1632,A2632,Data Analytics Course: Visualizations,180.0,3305.0,188.0,14.0,10.0,0.05555555555555555,467.14285714285717,2024-11-19,Hyderabad,Desktop,Data analytics online,November,Tuesday,1.04,5.45,13.43,18.8,148.48,46.71,2.48
1633,A2633,Data Analytics Course: Advanced,154.0,3510.0,211.0,26.0,10.0,0.06493506493506493,238.0,2024-11-14,Hyderabad,Tablet,Online data analytics,November,Thursday,1.37,4.39,8.12,21.1,12.8,23.8,1.13
1634,A2634,Data Analytics Course: Visualizations,89.0,3265.0,235.0,29.0,8.0,0.0898876404494382,373.7142857142857,2024-11-28,Hyderabad,Tablet,Data analytics course,November,Thursday,2.64,2.73,8.1,29.38,59.03,46.71,1.59
1635,A2635,Data Analytics Course: ML,136.0,5977.0,250.0,15.0,9.0,0.0661764705882353,301.0,2024-11-28,Hyderabad,Tablet,Analytics for data,November,Thursday,1.84,2.28,16.67,27.78,20.4,33.44,1.2
